+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                                                                            ;
+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                                                                                        ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|p0|umemphy|uio_pads|uaddr_cmd_pads|address_gen[15].acv_ac_ldc                                                                                   ; 10    ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|p0|umemphy|uio_pads|uaddr_cmd_pads|address_gen[14].acv_ac_ldc                                                                                   ; 10    ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|p0|umemphy|uio_pads|uaddr_cmd_pads|address_gen[13].acv_ac_ldc                                                                                   ; 10    ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|p0|umemphy|uio_pads|uaddr_cmd_pads|address_gen[12].acv_ac_ldc                                                                                   ; 10    ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|p0|umemphy|uio_pads|uaddr_cmd_pads|address_gen[11].acv_ac_ldc                                                                                   ; 10    ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|p0|umemphy|uio_pads|uaddr_cmd_pads|address_gen[10].acv_ac_ldc                                                                                   ; 10    ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|p0|umemphy|uio_pads|uaddr_cmd_pads|address_gen[9].acv_ac_ldc                                                                                    ; 10    ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|p0|umemphy|uio_pads|uaddr_cmd_pads|address_gen[8].acv_ac_ldc                                                                                    ; 10    ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|p0|umemphy|uio_pads|uaddr_cmd_pads|address_gen[7].acv_ac_ldc                                                                                    ; 10    ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|p0|umemphy|uio_pads|uaddr_cmd_pads|address_gen[6].acv_ac_ldc                                                                                    ; 10    ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|p0|umemphy|uio_pads|uaddr_cmd_pads|address_gen[5].acv_ac_ldc                                                                                    ; 10    ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|p0|umemphy|uio_pads|uaddr_cmd_pads|address_gen[4].acv_ac_ldc                                                                                    ; 10    ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|p0|umemphy|uio_pads|uaddr_cmd_pads|address_gen[3].acv_ac_ldc                                                                                    ; 10    ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|p0|umemphy|uio_pads|uaddr_cmd_pads|address_gen[2].acv_ac_ldc                                                                                    ; 10    ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|p0|umemphy|uio_pads|uaddr_cmd_pads|address_gen[1].acv_ac_ldc                                                                                    ; 10    ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|p0|umemphy|uio_pads|uaddr_cmd_pads|address_gen[0].acv_ac_ldc                                                                                    ; 10    ; 0              ; 1            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|p0|umemphy|uio_pads|uaddr_cmd_pads                                                                                                              ; 118   ; 0              ; 5            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|p0|umemphy|uio_pads                                                                                                                             ; 633   ; 58             ; 118          ; 58             ; 220    ; 58              ; 58            ; 58              ; 40    ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|p0|umemphy|memphy_ldc                                                                                                                           ; 10    ; 0              ; 1            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|p0|umemphy                                                                                                                                      ; 975   ; 1              ; 2            ; 1              ; 366    ; 1               ; 1             ; 1               ; 40    ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|p0                                                                                                                                              ; 878   ; 545            ; 0            ; 545            ; 130    ; 545             ; 545           ; 545             ; 40    ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst|pll                                                                                                                                             ; 2     ; 1              ; 2            ; 1              ; 12     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border|hps_sdram_inst                                                                                                                                                 ; 1     ; 0              ; 0            ; 0              ; 31     ; 0               ; 0             ; 0               ; 40    ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io|border                                                                                                                                                                ; 0     ; 0              ; 0            ; 0              ; 0      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|hps_io                                                                                                                                                                       ; 12    ; 0              ; 0            ; 0              ; 46     ; 0               ; 0             ; 0               ; 58    ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps|fpga_interfaces                                                                                                                                                              ; 1054  ; 0              ; 54           ; 0              ; 730    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_hps                                                                                                                                                                              ; 652   ; 0              ; 0            ; 0              ; 596    ; 0               ; 0             ; 0               ; 58    ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_gpio_out                                                                                                                                                                         ; 38    ; 0              ; 0            ; 0              ; 64     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_gpio_in                                                                                                                                                                          ; 70    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|sys_gpio_bd                                                                                                                                                                          ; 70    ; 0              ; 0            ; 0              ; 65     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|rom_sys_0                                                                                                                                                                            ; 10    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|pixel_clk_pll_reconfig|NM28_reconfig.reconfig_core.altera_pll_reconfig_core_inst0|lcell_dprio_read                                                                                   ; 6     ; 4              ; 0            ; 4              ; 1      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|pixel_clk_pll_reconfig|NM28_reconfig.reconfig_core.altera_pll_reconfig_core_inst0|lcell_fpll_0_1                                                                                     ; 1     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|pixel_clk_pll_reconfig|NM28_reconfig.reconfig_core.altera_pll_reconfig_core_inst0|fpll_dprio_init_inst                                                                               ; 3     ; 19             ; 1            ; 19             ; 31     ; 19              ; 19            ; 19              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|pixel_clk_pll_reconfig|NM28_reconfig.reconfig_core.altera_pll_reconfig_core_inst0|dprio_mux_inst                                                                                     ; 60    ; 0              ; 3            ; 0              ; 30     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|pixel_clk_pll_reconfig|NM28_reconfig.reconfig_core.altera_pll_reconfig_core_inst0|self_reset_inst                                                                                    ; 2     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|pixel_clk_pll_reconfig|NM28_reconfig.reconfig_core.altera_pll_reconfig_core_inst0|dyn_phase_shift_inst|lcell_cnt_sel_4                                                               ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|pixel_clk_pll_reconfig|NM28_reconfig.reconfig_core.altera_pll_reconfig_core_inst0|dyn_phase_shift_inst|lcell_cnt_sel_3                                                               ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|pixel_clk_pll_reconfig|NM28_reconfig.reconfig_core.altera_pll_reconfig_core_inst0|dyn_phase_shift_inst|lcell_cnt_sel_2                                                               ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|pixel_clk_pll_reconfig|NM28_reconfig.reconfig_core.altera_pll_reconfig_core_inst0|dyn_phase_shift_inst|lcell_cnt_sel_1                                                               ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|pixel_clk_pll_reconfig|NM28_reconfig.reconfig_core.altera_pll_reconfig_core_inst0|dyn_phase_shift_inst|lcell_cnt_sel_0                                                               ; 6     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|pixel_clk_pll_reconfig|NM28_reconfig.reconfig_core.altera_pll_reconfig_core_inst0|dyn_phase_shift_inst                                                                               ; 29    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|pixel_clk_pll_reconfig|NM28_reconfig.reconfig_core.altera_pll_reconfig_core_inst0|altera_std_synchronizer_inst                                                                       ; 3     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|pixel_clk_pll_reconfig|NM28_reconfig.reconfig_core.altera_pll_reconfig_core_inst0                                                                                                    ; 106   ; 25             ; 46           ; 25             ; 107    ; 25              ; 25            ; 25              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|pixel_clk_pll_reconfig                                                                                                                                                               ; 110   ; 4              ; 0            ; 4              ; 97     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|pixel_clk_pll                                                                                                                                                                        ; 66    ; 0              ; 0            ; 0              ; 66     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_sysid_0|i_up_axi                                                                                                                                                                 ; 103   ; 4              ; 8            ; 4              ; 97     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_sysid_0                                                                                                                                                                          ; 145   ; 2              ; 10           ; 2              ; 50     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|i_up_axi                                                                                                                                                                 ; 109   ; 4              ; 8            ; 4              ; 103    ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|i_up_adc_common|i_clock_mon                                                                                                                                              ; 4     ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|i_up_adc_common|i_xfer_status                                                                                                                                            ; 40    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|i_up_adc_common|i_xfer_cntrl                                                                                                                                             ; 96    ; 0              ; 0            ; 0              ; 93     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|i_up_adc_common|i_core_rst_reg                                                                                                                                           ; 2     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|i_up_adc_common|i_mmcm_rst_reg                                                                                                                                           ; 2     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|i_up_adc_common                                                                                                                                                          ; 243   ; 177            ; 0            ; 177            ; 35     ; 177             ; 177           ; 177             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[7].i_up_adc_channel|i_xfer_status                                                                                                                        ; 48    ; 0              ; 0            ; 0              ; 44     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[7].i_up_adc_channel|i_xfer_cntrl                                                                                                                         ; 82    ; 1              ; 0            ; 1              ; 79     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[7].i_up_adc_channel                                                                                                                                      ; 168   ; 99             ; 0            ; 99             ; 35     ; 99              ; 99            ; 99              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[6].i_up_adc_channel|i_xfer_status                                                                                                                        ; 48    ; 0              ; 0            ; 0              ; 44     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[6].i_up_adc_channel|i_xfer_cntrl                                                                                                                         ; 82    ; 1              ; 0            ; 1              ; 79     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[6].i_up_adc_channel                                                                                                                                      ; 168   ; 99             ; 0            ; 99             ; 35     ; 99              ; 99            ; 99              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[5].i_up_adc_channel|i_xfer_status                                                                                                                        ; 48    ; 0              ; 0            ; 0              ; 44     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[5].i_up_adc_channel|i_xfer_cntrl                                                                                                                         ; 82    ; 1              ; 0            ; 1              ; 79     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[5].i_up_adc_channel                                                                                                                                      ; 168   ; 99             ; 0            ; 99             ; 35     ; 99              ; 99            ; 99              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[4].i_up_adc_channel|i_xfer_status                                                                                                                        ; 48    ; 0              ; 0            ; 0              ; 44     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[4].i_up_adc_channel|i_xfer_cntrl                                                                                                                         ; 82    ; 1              ; 0            ; 1              ; 79     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[4].i_up_adc_channel                                                                                                                                      ; 168   ; 99             ; 0            ; 99             ; 35     ; 99              ; 99            ; 99              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[3].i_up_adc_channel|i_xfer_status                                                                                                                        ; 48    ; 0              ; 0            ; 0              ; 44     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[3].i_up_adc_channel|i_xfer_cntrl                                                                                                                         ; 82    ; 1              ; 0            ; 1              ; 79     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[3].i_up_adc_channel                                                                                                                                      ; 168   ; 99             ; 0            ; 99             ; 35     ; 99              ; 99            ; 99              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[2].i_up_adc_channel|i_xfer_status                                                                                                                        ; 48    ; 0              ; 0            ; 0              ; 44     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[2].i_up_adc_channel|i_xfer_cntrl                                                                                                                         ; 82    ; 1              ; 0            ; 1              ; 79     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[2].i_up_adc_channel                                                                                                                                      ; 168   ; 99             ; 0            ; 99             ; 35     ; 99              ; 99            ; 99              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[1].i_up_adc_channel|i_xfer_status                                                                                                                        ; 48    ; 0              ; 0            ; 0              ; 44     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[1].i_up_adc_channel|i_xfer_cntrl                                                                                                                         ; 82    ; 1              ; 0            ; 1              ; 79     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[1].i_up_adc_channel                                                                                                                                      ; 168   ; 99             ; 0            ; 99             ; 35     ; 99              ; 99            ; 99              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[0].i_up_adc_channel|i_xfer_status                                                                                                                        ; 48    ; 0              ; 0            ; 0              ; 44     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[0].i_up_adc_channel|i_xfer_cntrl                                                                                                                         ; 82    ; 1              ; 0            ; 1              ; 79     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|regmap_channels[0].i_up_adc_channel                                                                                                                                      ; 168   ; 99             ; 0            ; 99             ; 35     ; 99              ; 99            ; 99              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x|i_ltc235x_cmos                                                                                                                                                           ; 20    ; 0              ; 1            ; 0              ; 283    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_ltc235x                                                                                                                                                                          ; 93    ; 3              ; 7            ; 3              ; 318    ; 3               ; 3             ; 3               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|i_response_manager|i_dest_response_fifo                                                                                                         ; 17    ; 12             ; 2            ; 12             ; 21     ; 12              ; 12            ; 12              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|i_response_manager                                                                                                                              ; 21    ; 0              ; 2            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|i_req_gen                                                                                                                                       ; 33    ; 7              ; 0            ; 7              ; 12     ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|i_src_req_fifo                                                                                                                                  ; 71    ; 0              ; 2            ; 0              ; 67     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|i_dest_req_fifo                                                                                                                                 ; 40    ; 17             ; 2            ; 17             ; 44     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|i_dest_slice                                                                                                                                    ; 77    ; 0              ; 2            ; 0              ; 75     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|i_store_and_forward|i_src_sync_id                                                                                                               ; 5     ; 1              ; 1            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|i_store_and_forward|i_dest_sync_id                                                                                                              ; 5     ; 1              ; 1            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|i_store_and_forward|i_resize_dest                                                                                                               ; 293   ; 0              ; 0            ; 0              ; 75     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|i_store_and_forward|i_mem                                                                                                                       ; 268   ; 0              ; 0            ; 0              ; 256    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|i_store_and_forward|i_resize_src                                                                                                                ; 266   ; 0              ; 2            ; 0              ; 264    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|i_store_and_forward                                                                                                                             ; 272   ; 13             ; 0            ; 13             ; 103    ; 13              ; 13            ; 13              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|i_src_slice                                                                                                                                     ; 267   ; 7              ; 2            ; 7              ; 264    ; 7               ; 7             ; 7               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|i_sync_req_response_id                                                                                                                          ; 5     ; 1              ; 1            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|sync_rewind                                                                                                                                     ; 3     ; 0              ; 2            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|i_sync_src_request_id                                                                                                                           ; 5     ; 1              ; 1            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|i_src_dma_fifo|i_data_mover                                                                                                                     ; 271   ; 2              ; 0            ; 2              ; 267    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|i_src_dma_fifo                                                                                                                                  ; 270   ; 0              ; 0            ; 0              ; 268    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|i_src_dest_bl_fifo                                                                                                                              ; 8     ; 0              ; 2            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|i_dest_dma_mm|i_response_handler                                                                                                                ; 11    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|i_dest_dma_mm|i_addr_gen                                                                                                                        ; 43    ; 15             ; 0            ; 15             ; 55     ; 15              ; 15            ; 15              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb|i_dest_dma_mm                                                                                                                                   ; 135   ; 2              ; 0            ; 2              ; 146    ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_request_arb                                                                                                                                                 ; 884   ; 193            ; 527          ; 193            ; 362    ; 193             ; 193           ; 193             ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_reset_manager|i_sync_status_src                                                                                                                             ; 3     ; 1              ; 1            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_reset_manager|i_sync_control_src                                                                                                                            ; 3     ; 1              ; 1            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_reset_manager|i_sync_status_dest                                                                                                                            ; 3     ; 1              ; 1            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_reset_manager|i_sync_control_dest                                                                                                                           ; 3     ; 1              ; 1            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer|i_reset_manager                                                                                                                                               ; 11    ; 2              ; 2            ; 2              ; 18     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_transfer                                                                                                                                                               ; 953   ; 0              ; 72           ; 0              ; 367    ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; i_system_bd|axi_adc_dma|i_regmap|i_up_axi                                                                                                                                                        ; 99    ; 4              ; 8            ; 4              ; 93     ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
